日期,资金,企业代号,信誉评级
2017-10-20,-163285035.79999995,E1,A
2017-10-23,-123502966.48999988,E1,A
2017-10-24,-91000114.37999982,E1,A
2017-10-25,-78785667.40999983,E1,A
2017-10-26,-170754300.4299998,E1,A
2017-10-27,-256869205.3999998,E1,A
2017-10-30,-241026369.89999983,E1,A
2017-10-31,-221435107.4199998,E1,A
2017-11-01,-221480661.4199998,E1,A
2017-11-02,-221480861.4199998,E1,A
2017-11-03,-221593719.4199998,E1,A
2017-11-07,-221599029.4199998,E1,A
2017-11-08,-221599325.4199998,E1,A
2017-11-09,-221600417.4199998,E1,A
2017-11-10,-223011922.3199998,E1,A
2017-11-11,-223012122.3199998,E1,A
2017-11-12,-223012352.3199998,E1,A
2017-11-13,-223016901.3199998,E1,A
2017-11-14,-223017534.3199998,E1,A
2017-11-15,-223052543.92999983,E1,A
2017-11-18,-223062964.92999983,E1,A
2017-11-19,-223064273.92999983,E1,A
2017-11-21,-222719590.81999984,E1,A
2017-11-22,-113476936.12999994,E1,A
2017-11-23,-88876749.5999999,E1,A
2017-11-24,-60717389.629999906,E1,A
2017-11-26,-60717739.629999906,E1,A
2017-11-27,-35492360.15999987,E1,A
2017-11-28,-238071381.5199999,E1,A
2017-11-29,-186998988.2199999,E1,A
2017-11-30,-325500257.97999984,E1,A
2017-12-01,-325503314.97999984,E1,A
2017-12-02,-325503593.97999984,E1,A
2017-12-04,-325503893.97999984,E1,A
2017-12-05,-325504317.97999984,E1,A
2017-12-06,-325504911.97999984,E1,A
2017-12-07,-325505241.97999984,E1,A
2017-12-11,-325505954.97999984,E1,A
2017-12-12,-325506134.97999984,E1,A
2017-12-13,-325571180.97999984,E1,A
2017-12-14,-325574714.07999986,E1,A
2017-12-15,-325204524.1699999,E1,A
2017-12-18,-325208995.7899999,E1,A
2017-12-19,-323911099.96999985,E1,A
2017-12-20,-323911939.96999985,E1,A
2017-12-21,-324534605.0599998,E1,A
2017-12-22,-300977614.97999984,E1,A
2017-12-23,-300977767.97999984,E1,A
2017-12-24,-300981117.97999984,E1,A
2017-12-25,-275365190.35999995,E1,A
2017-12-26,-258750868.98999983,E1,A
2017-12-27,-281913413.4799998,E1,A
2017-12-28,-250403725.94999978,E1,A
2017-12-29,-424258687.72999984,E1,A
2017-12-30,-435950117.72999984,E1,A
2018-01-01,-435950335.72999984,E1,A
2018-01-02,-435950535.72999984,E1,A
2018-01-03,-435953148.72999984,E1,A
2018-01-05,-435953657.72999984,E1,A
2018-01-06,-435956857.72999984,E1,A
2018-01-08,-435957617.72999984,E1,A
2018-01-09,-435960070.72999984,E1,A
2018-01-10,-435960301.72999984,E1,A
2018-01-11,-435960391.72999984,E1,A
2018-01-12,-435960561.72999984,E1,A
2018-01-13,-435961033.0099998,E1,A
2018-01-15,-435962442.0099998,E1,A
2018-01-16,-435649847.2699998,E1,A
2018-01-18,-435651277.8699998,E1,A
2018-01-19,-435652199.7699998,E1,A
2018-01-21,-443796571.50000006,E1,A
2018-01-22,-432981392.8700001,E1,A
2018-01-23,-420077908.7500002,E1,A
2018-01-24,-392876519.7400002,E1,A
2018-01-25,-367032410.96000016,E1,A
2018-01-26,-357235263.03000027,E1,A
2018-01-28,-357235711.03000027,E1,A
2018-01-29,-336394979.65000033,E1,A
2018-01-30,-451949252.5300003,E1,A
2018-01-31,-493581825.5300003,E1,A
2018-02-01,-493582941.5300003,E1,A
2018-02-02,-493626110.5300003,E1,A
2018-02-03,-493626268.5300003,E1,A
2018-02-04,-493630304.5300003,E1,A
2018-02-05,-493630966.5300003,E1,A
2018-02-06,-493590966.5300003,E1,A
2018-02-07,-493591169.46000034,E1,A
2018-02-08,-493591484.46000034,E1,A
2018-02-12,-493592017.46000034,E1,A
2018-02-13,-493593499.46000034,E1,A
2018-02-14,-493593741.46000034,E1,A
2018-02-17,-493595353.46000034,E1,A
2018-02-18,-493595430.46000034,E1,A
2018-02-19,-493595687.46000034,E1,A
2018-02-21,-493596195.46000034,E1,A
2018-02-22,-424867822.14000046,E1,A
2018-02-23,-423670142.29000044,E1,A
2018-02-24,-414756110.5400004,E1,A
2018-02-25,-414756918.5400004,E1,A
2018-02-26,-408799093.4600004,E1,A
2018-02-27,-540520572.1400007,E1,A
2018-02-28,-586246849.7100006,E1,A
2018-03-01,-586714379.9800006,E1,A
2018-03-02,-586726956.9800006,E1,A
2018-03-04,-586727341.9800006,E1,A
2018-03-05,-586746705.9800006,E1,A
2018-03-06,-586747272.9800006,E1,A
2018-03-07,-586711050.7200005,E1,A
2018-03-08,-586712300.7200005,E1,A
2018-03-09,-586721294.7200005,E1,A
2018-03-10,-586721694.7200005,E1,A
2018-03-11,-586722036.7200005,E1,A
2018-03-12,-591822249.620001,E1,A
2018-03-13,-591822725.110001,E1,A
2018-03-14,-591823085.110001,E1,A
2018-03-15,-591823653.110001,E1,A
2018-03-17,-591823848.110001,E1,A
2018-03-18,-591824148.110001,E1,A
2018-03-19,-591852178.110001,E1,A
2018-03-20,-591854429.810001,E1,A
2018-03-21,-591855042.810001,E1,A
2018-03-22,-578797780.9200011,E1,A
2018-03-23,-410655416.8700018,E1,A
2018-03-24,-410655961.8700018,E1,A
2018-03-25,-410656939.8700018,E1,A
2018-03-26,-395787808.8400018,E1,A
2018-03-27,-369798466.7600018,E1,A
2018-03-28,-464017748.38000184,E1,A
2018-03-29,-544567617.0100018,E1,A
2018-03-30,-544568120.0100018,E1,A
2018-03-31,-633554881.4800019,E1,A
2018-04-01,-633555281.4800019,E1,A
2018-04-02,-633555881.4800019,E1,A
2018-04-03,-633560130.4800019,E1,A
2018-04-04,-633560543.7400019,E1,A
2018-04-05,-633603665.7400019,E1,A
2018-04-06,-633605086.7400019,E1,A
2018-04-07,-633605421.7400019,E1,A
2018-04-08,-633605839.9200019,E1,A
2018-04-09,-633606872.9200019,E1,A
2018-04-10,-633607607.9200019,E1,A
2018-04-12,-633608291.9200019,E1,A
2018-04-13,-633608492.2200018,E1,A
2018-04-14,-633609858.2200018,E1,A
2018-04-15,-633610078.2200018,E1,A
2018-04-16,-633611928.2200018,E1,A
2018-04-17,-626453376.7300017,E1,A
2018-04-18,-629592968.5300018,E1,A
2018-04-19,-629600497.5300018,E1,A
2018-04-20,-629600951.5300018,E1,A
2018-04-22,-629601143.5300018,E1,A
2018-04-23,-607477600.4500016,E1,A
2018-04-24,-564458316.860002,E1,A
2018-04-25,-521582665.6100018,E1,A
2018-04-26,-581687009.2600017,E1,A
2018-04-27,-547128334.2200019,E1,A
2018-04-28,-779711680.150002,E1,A
2018-04-30,-779714689.150002,E1,A
2018-05-01,-779715443.130002,E1,A
2018-05-02,-779718950.130002,E1,A
2018-05-03,-779719148.130002,E1,A
2018-05-04,-779722247.130002,E1,A
2018-05-05,-779723035.880002,E1,A
2018-05-07,-779728408.780002,E1,A
2018-05-08,-779728608.780002,E1,A
2018-05-09,-779729173.780002,E1,A
2018-05-10,-779729673.780002,E1,A
2018-05-11,-779735732.780002,E1,A
2018-05-12,-779737135.780002,E1,A
2018-05-13,-779738218.430002,E1,A
2018-05-14,-779720642.570002,E1,A
2018-05-15,-779724004.570002,E1,A
2018-05-16,-779228188.090002,E1,A
2018-05-18,-779228708.090002,E1,A
2018-05-19,-779228906.090002,E1,A
2018-05-20,-779232481.170002,E1,A
2018-05-21,-779232821.170002,E1,A
2018-05-22,-737358795.1700017,E1,A
2018-05-23,-733209571.1100018,E1,A
2018-05-24,-701481354.640002,E1,A
2018-05-25,-689698026.3800018,E1,A
2018-05-26,-689699911.3800018,E1,A
2018-05-27,-689700211.3800018,E1,A
2018-05-28,-686526075.4200019,E1,A
2018-05-29,-731727816.5800016,E1,A
2018-05-30,-909639299.1100017,E1,A
2018-05-31,-983012101.3100016,E1,A
2018-06-01,-983012301.3100016,E1,A
2018-06-02,-983012401.3100016,E1,A
2018-06-03,-983012739.3100016,E1,A
2018-06-04,-983013247.1400017,E1,A
2018-06-05,-983018871.0800017,E1,A
2018-06-06,-983019173.0800017,E1,A
2018-06-07,-983019776.0800017,E1,A
2018-06-08,-983025134.0800017,E1,A
2018-06-11,-983024483.5500016,E1,A
2018-06-12,-983024683.5500016,E1,A
2018-06-13,-982860495.7000015,E1,A
2018-06-14,-982862544.7000015,E1,A
2018-06-15,-982862669.7000015,E1,A
2018-06-16,-982877037.7000015,E1,A
2018-06-17,-982884957.9400015,E1,A
2018-06-18,-982885555.9400015,E1,A
2018-06-19,-982886075.9400015,E1,A
2018-06-20,-982887701.9400015,E1,A
2018-06-21,-967405287.2300016,E1,A
2018-06-22,-964239542.2900015,E1,A
2018-06-23,-946777977.4400016,E1,A
2018-06-24,-946778703.4400016,E1,A
2018-06-25,-923034191.5900012,E1,A
2018-06-26,-894095513.0000012,E1,A
2018-06-27,-871131640.5900011,E1,A
2018-06-28,-1050682140.3600012,E1,A
2018-06-29,-1310759390.720001,E1,A
2018-06-30,-1310759688.720001,E1,A
2018-07-01,-1310759888.720001,E1,A
2018-07-02,-1310760349.720001,E1,A
2018-07-03,-1310747179.030001,E1,A
2018-07-04,-1310749923.1300008,E1,A
2018-07-05,-1310839702.2000008,E1,A
2018-07-06,-1310841397.2000008,E1,A
2018-07-07,-1310842659.2000008,E1,A
2018-07-08,-1310843725.2000008,E1,A
2018-07-09,-1310814268.3000007,E1,A
2018-07-10,-1310737634.7100005,E1,A
2018-07-11,-1310741322.0900006,E1,A
2018-07-12,-1310741822.0900006,E1,A
2018-07-13,-1310745452.4500005,E1,A
2018-07-14,-1310746179.4500005,E1,A
2018-07-15,-1310746409.4500005,E1,A
2018-07-16,-1310753408.4500005,E1,A
2018-07-17,-1310754563.4500005,E1,A
2018-07-18,-1310829451.4500005,E1,A
2018-07-19,-1310829971.4500005,E1,A
2018-07-20,-1310859274.6200004,E1,A
2018-07-21,-1310859379.6200004,E1,A
2018-07-22,-1310859887.6200004,E1,A
2018-07-23,-1260299482.02,E1,A
2018-07-24,-1254640268.1600003,E1,A
2018-07-25,-1229905521.9100003,E1,A
2018-07-26,-1345000898.9400003,E1,A
2018-07-27,-1302310267.1299992,E1,A
2018-07-29,-1302325852.1299992,E1,A
2018-07-30,-1290474812.969999,E1,A
2018-07-31,-1424393261.149999,E1,A
2018-08-01,-1424393881.149999,E1,A
2018-08-02,-1424400105.529999,E1,A
2018-08-03,-1424402823.049999,E1,A
2018-08-04,-1424403843.049999,E1,A
2018-08-05,-1424420571.049999,E1,A
2018-08-06,-1424421173.049999,E1,A
2018-08-07,-1424421963.309999,E1,A
2018-08-08,-1424423853.309999,E1,A
2018-08-09,-1424330762.309999,E1,A
2018-08-10,-1424331829.309999,E1,A
2018-08-11,-1424333289.309999,E1,A
2018-08-12,-1424333439.309999,E1,A
2018-08-13,-1424330124.519999,E1,A
2018-08-14,-1424330687.519999,E1,A
2018-08-15,-1424330887.519999,E1,A
2018-08-16,-1424339146.629999,E1,A
2018-08-17,-1424341897.629999,E1,A
2018-08-18,-1424342601.629999,E1,A
2018-08-20,-1424306054.7399988,E1,A
2018-08-21,-1424301884.669999,E1,A
2018-08-22,-1406763709.8199987,E1,A
2018-08-23,-1379129438.7299988,E1,A
2018-08-24,-1368898337.0499988,E1,A
2018-08-25,-1368898544.0499988,E1,A
2018-08-26,-1368898914.0499988,E1,A
2018-08-27,-1357442677.4399998,E1,A
2018-08-28,-1350118350.6799996,E1,A
2018-08-29,-1343820671.7799995,E1,A
2018-08-30,-1446307815.3199992,E1,A
2018-08-31,-1445490912.7099993,E1,A
2018-09-01,-1445490977.7099993,E1,A
2018-09-02,-1445491387.7099993,E1,A
2018-09-03,-1445491587.7099993,E1,A
2018-09-04,-1445595217.7099993,E1,A
2018-09-05,-1445595656.7099993,E1,A
2018-09-07,-1445600409.7099993,E1,A
2018-09-08,-1445601528.7099993,E1,A
2018-09-09,-1445601896.7099993,E1,A
2018-09-10,-1445602176.7099993,E1,A
2018-09-11,-1445609969.8899994,E1,A
2018-09-12,-1445613237.3699994,E1,A
2018-09-13,-1445632706.3699994,E1,A
2018-09-14,-1445653740.5999994,E1,A
2018-09-15,-1445654076.5999994,E1,A
2018-09-16,-1445664521.5499995,E1,A
2018-09-17,-1445674727.3899996,E1,A
2018-09-18,-1445675227.3899996,E1,A
2018-09-19,-1445676796.3899996,E1,A
2018-09-20,-1443165051.0099995,E1,A
2018-09-21,-1443167110.0099995,E1,A
2018-09-22,-1443167733.0099995,E1,A
2018-09-23,-1443196734.4099996,E1,A
2018-09-24,-1443196969.4099996,E1,A
2018-09-25,-1390463921.099999,E1,A
2018-09-26,-1372699228.479999,E1,A
2018-09-27,-1338105035.3499994,E1,A
2018-09-28,-1273794488.4799995,E1,A
2018-09-29,-1417287709.3399992,E1,A
2018-09-30,-1439082584.209999,E1,A
2018-10-01,-1439083959.209999,E1,A
2018-10-02,-1439084382.209999,E1,A
2018-10-03,-1439087579.209999,E1,A
2018-10-04,-1439088342.209999,E1,A
2018-10-05,-1439098303.209999,E1,A
2018-10-06,-1439099229.209999,E1,A
2018-10-07,-1439099429.209999,E1,A
2018-10-08,-1439100080.209999,E1,A
2018-10-09,-1439104329.209999,E1,A
2018-10-10,-1439110018.209999,E1,A
2018-10-11,-1439110518.209999,E1,A
2018-10-13,-1439110907.209999,E1,A
2018-10-14,-1439111738.209999,E1,A
2018-10-15,-1439123277.3899992,E1,A
2018-10-16,-1439124098.3899992,E1,A
2018-10-17,-1439124893.3899992,E1,A
2018-10-18,-1445954701.8899994,E1,A
2018-10-19,-1446030297.8899994,E1,A
2018-10-20,-1445449771.6099994,E1,A
2018-10-21,-1445450428.6099994,E1,A
2018-10-22,-1445558257.6099994,E1,A
2018-10-23,-1445561616.6099994,E1,A
2018-10-24,-1425981295.7699995,E1,A
2018-10-25,-1404820332.0999994,E1,A
2018-10-26,-1405179388.7900007,E1,A
2018-10-27,-1389470045.8500009,E1,A
2018-10-28,-1389470567.8500009,E1,A
2018-10-29,-1493758792.320001,E1,A
2018-10-30,-1605396311.780001,E1,A
2018-10-31,-1720060880.6200008,E1,A
2018-11-01,-1720062009.6200008,E1,A
2018-11-02,-1720062209.6200008,E1,A
2018-11-03,-1720063519.6200008,E1,A
2018-11-04,-1720064004.6200008,E1,A
2018-11-06,-1720064815.6200008,E1,A
2018-11-08,-1720065145.6200008,E1,A
2018-11-09,-1720065345.6200008,E1,A
2018-11-10,-1720065705.6200008,E1,A
2018-11-11,-1720065925.6200008,E1,A
2018-11-13,-1720066528.6200008,E1,A
2018-11-14,-1720066726.6200008,E1,A
2018-11-15,-1720067197.6200008,E1,A
2018-11-16,-1720067597.6200008,E1,A
2018-11-17,-1720068016.6200008,E1,A
2018-11-18,-1720068904.6200008,E1,A
2018-11-19,-1719992418.680001,E1,A
2018-11-20,-1719992669.680001,E1,A
2018-11-21,-1696856047.2100008,E1,A
2018-11-22,-1665957667.6700013,E1,A
2018-11-23,-1594988897.1000028,E1,A
2018-11-24,-1594989153.1000028,E1,A
2018-11-26,-1567541703.460003,E1,A
2018-11-27,-1536956287.460003,E1,A
2018-11-28,-1534161919.390003,E1,A
2018-11-29,-1600518544.040003,E1,A
2018-11-30,-1732215709.9900033,E1,A
2018-12-03,-1732206617.1100032,E1,A
2018-12-04,-1732206917.1100032,E1,A
2018-12-05,-1732209090.1100032,E1,A
2018-12-06,-1732209335.1100032,E1,A
2018-12-08,-1732217235.1100032,E1,A
2018-12-10,-1727039842.1500027,E1,A
2018-12-11,-1727040959.1900027,E1,A
2018-12-12,-1727041395.1900027,E1,A
2018-12-13,-1727042136.1900027,E1,A
2018-12-14,-1726892099.1200027,E1,A
2018-12-15,-1726892495.1200027,E1,A
2018-12-17,-1726914915.1200027,E1,A
2018-12-18,-1726915648.1200027,E1,A
2018-12-19,-1726985538.1200027,E1,A
2018-12-20,-1726986736.6100028,E1,A
2018-12-21,-1717780807.3900027,E1,A
2018-12-23,-1691533872.130003,E1,A
2018-12-24,-1680463087.9100032,E1,A
2018-12-25,-1664320215.8600042,E1,A
2018-12-26,-1753611406.7300045,E1,A
2018-12-27,-1745215663.3500044,E1,A
2018-12-28,-1800023674.0400045,E1,A
2018-12-29,-1998064202.750004,E1,A
2018-12-30,-1998064632.750004,E1,A
2018-12-31,-1998065011.220004,E1,A
2019-01-01,-1998065289.220004,E1,A
2019-01-02,-1998065969.220004,E1,A
2019-01-03,-1998091269.220004,E1,A
2019-01-05,-1998092025.220004,E1,A
2019-01-06,-1998092492.220004,E1,A
2019-01-07,-1998092692.220004,E1,A
2019-01-08,-1998093544.220004,E1,A
2019-01-09,-1998095748.200004,E1,A
2019-01-10,-1998096108.200004,E1,A
2019-01-11,-1998027042.1000042,E1,A
2019-01-13,-1998027254.1000042,E1,A
2019-01-14,-1998027724.0000043,E1,A
2019-01-15,-1998038298.0000043,E1,A
2019-01-16,-1998038663.0000043,E1,A
2019-01-17,-1956787273.5700042,E1,A
2019-01-18,-1956344115.3800044,E1,A
2019-01-20,-1959945396.2900047,E1,A
2019-01-21,-1944826684.7000048,E1,A
2019-01-22,-1940156540.370005,E1,A
2019-01-23,-1933461825.3100045,E1,A
2019-01-24,-1933035193.940004,E1,A
2019-01-25,-2033297604.950004,E1,A
2019-01-26,-2033297690.950004,E1,A
2019-01-27,-1999230297.2900038,E1,A
2019-01-28,-1997674799.630004,E1,A
2019-01-29,-1997675325.630004,E1,A
2019-01-30,-1997675708.630004,E1,A
2019-01-31,-1997676347.630004,E1,A
2019-02-01,-1997677683.130004,E1,A
2019-02-02,-1997679507.130004,E1,A
2019-02-03,-1997679707.2200038,E1,A
2019-02-06,-1997679907.2200038,E1,A
2019-02-08,-1997682787.9400039,E1,A
2019-02-09,-1997683899.9400039,E1,A
2019-02-10,-1997685643.9400039,E1,A
2019-02-11,-1997685858.9400039,E1,A
2019-02-12,-1997686209.660004,E1,A
2019-02-13,-1997686407.660004,E1,A
2019-02-14,-1997686607.660004,E1,A
2019-02-15,-1997689021.660004,E1,A
2019-02-16,-1997689610.660004,E1,A
2019-02-17,-1997690311.660004,E1,A
2019-02-19,-1997695279.660004,E1,A
2019-02-20,-1997697155.340004,E1,A
2019-02-21,-1997705239.840004,E1,A
2019-02-22,-1987706399.3500044,E1,A
2019-02-23,-1987707372.7000043,E1,A
2019-02-25,-1965025638.4300041,E1,A
2019-02-26,-1965358972.990004,E1,A
2019-02-27,-2036624643.5800042,E1,A
2019-02-28,-2059687634.2300043,E1,A
2019-03-02,-2059688428.2300043,E1,A
2019-03-03,-2059689868.2300043,E1,A
2019-03-04,-2059692066.2300043,E1,A
2019-03-05,-2059692501.2300043,E1,A
2019-03-06,-2059696436.2300043,E1,A
2019-03-07,-2059696871.2300043,E1,A
2019-03-08,-2059698158.2300043,E1,A
2019-03-09,-2059700982.2300043,E1,A
2019-03-10,-2059702155.3800044,E1,A
2019-03-12,-2059703225.3800044,E1,A
2019-03-13,-2059679675.4500046,E1,A
2019-03-14,-2057218190.1300044,E1,A
2019-03-15,-2057218528.1300044,E1,A
2019-03-16,-2057218828.1300044,E1,A
2019-03-18,-2057219763.1300044,E1,A
2019-03-19,-2057221040.0700045,E1,A
2019-03-20,-2057221728.0700045,E1,A
2019-03-21,-2019561627.7700047,E1,A
2019-03-22,-1994780165.0200045,E1,A
2019-03-24,-1914687467.1600041,E1,A
2019-03-25,-1875806291.5600045,E1,A
2019-03-26,-1849087223.730005,E1,A
2019-03-27,-1991473268.1500044,E1,A
2019-03-28,-1963844270.3800042,E1,A
2019-03-29,-1885615933.0300043,E1,A
2019-03-30,-1955317283.5100043,E1,A
2019-03-31,-2134914541.1100042,E1,A
2019-04-01,-2134915223.1100042,E1,A
2019-04-02,-2134963616.8900042,E1,A
2019-04-03,-2134978196.8900042,E1,A
2019-04-05,-2134979182.8900042,E1,A
2019-04-07,-2134979632.690004,E1,A
2019-04-08,-2134980837.690004,E1,A
2019-04-09,-2134981241.690004,E1,A
2019-04-11,-2134982884.710004,E1,A
2019-04-12,-2134983654.710004,E1,A
2019-04-13,-2134983893.6600041,E1,A
2019-04-14,-2134984644.6600041,E1,A
2019-04-15,-2134985661.6600041,E1,A
2019-04-16,-2134986061.6600041,E1,A
2019-04-17,-2134987578.760004,E1,A
2019-04-18,-2134988353.460004,E1,A
2019-04-19,-2134992111.4000041,E1,A
2019-04-21,-2134992541.4000041,E1,A
2019-04-22,-2134992841.4000041,E1,A
2019-04-23,-2134944389.6000042,E1,A
2019-04-24,-2126653549.3200042,E1,A
2019-04-25,-2126661281.2200043,E1,A
2019-04-26,-2097434457.7300038,E1,A
2019-04-27,-2083621790.8400042,E1,A
2019-04-28,-2069457042.960004,E1,A
2019-04-29,-2160979267.7400036,E1,A
2019-04-30,-2186554108.3300047,E1,A
2019-05-01,-2186554413.3300047,E1,A
2019-05-03,-2186555579.3300047,E1,A
2019-05-05,-2186477948.8300056,E1,A
2019-05-06,-2186477991.8100057,E1,A
2019-05-07,-2186484971.8700056,E1,A
2019-05-08,-2186485459.5700054,E1,A
2019-05-09,-2186485799.5700054,E1,A
2019-05-10,-2186487686.5700054,E1,A
2019-05-11,-2186489564.0700054,E1,A
2019-05-12,-2186489846.0700054,E1,A
2019-05-13,-2186490621.0700054,E1,A
2019-05-14,-2186493776.0700054,E1,A
2019-05-15,-2186494186.0700054,E1,A
2019-05-16,-2186492386.0700054,E1,A
2019-05-18,-2186492586.0700054,E1,A
2019-05-19,-2186493458.0700054,E1,A
2019-05-20,-2186498430.0700054,E1,A
2019-05-21,-2186521245.2500052,E1,A
2019-05-22,-2186526713.520005,E1,A
2019-05-23,-2170573363.110006,E1,A
2019-05-24,-2132170075.4900062,E1,A
2019-05-25,-2132170285.4900062,E1,A
2019-05-26,-2132170773.4900062,E1,A
2019-05-27,-2128263739.690007,E1,A
2019-05-28,-2102269942.9300063,E1,A
2019-05-29,-2079214214.7100065,E1,A
2019-05-30,-2231536348.570007,E1,A
2019-05-31,-2239669626.9500065,E1,A
2019-06-01,-2239669851.9500065,E1,A
2019-06-02,-2239671036.9500065,E1,A
2019-06-03,-2239673082.9500065,E1,A
2019-06-04,-2239673282.9500065,E1,A
2019-06-05,-2239673852.9500065,E1,A
2019-06-06,-2239674087.9500065,E1,A
2019-06-07,-2239675861.9500065,E1,A
2019-06-09,-2239676085.4500065,E1,A
2019-06-10,-2239579217.350006,E1,A
2019-06-11,-2239579717.350006,E1,A
2019-06-13,-2239579917.350006,E1,A
2019-06-14,-2238490232.1300073,E1,A
2019-06-15,-2238490387.1300073,E1,A
2019-06-16,-2238491470.1300073,E1,A
2019-06-17,-2237840663.710007,E1,A
2019-06-18,-2237842668.710007,E1,A
2019-06-19,-2239030704.7900076,E1,A
2019-06-20,-2238981192.9300075,E1,A
2019-06-21,-2231800913.720008,E1,A
2019-06-22,-2231801935.720008,E1,A
2019-06-24,-2188143822.860009,E1,A
2019-06-25,-2136766041.2400105,E1,A
2019-06-26,-2115488528.7300105,E1,A
2019-06-27,-2130287278.590011,E1,A
2019-06-28,-2297537161.35001,E1,A
2019-06-30,-2297541461.35001,E1,A
2019-07-01,-2298410315.0300097,E1,A
2019-07-02,-2298356852.7400093,E1,A
2019-07-03,-2297635923.930009,E1,A
2019-07-04,-2297641922.930009,E1,A
2019-07-05,-2297642122.930009,E1,A
2019-07-06,-2297644006.930009,E1,A
2019-07-08,-2297647166.930009,E1,A
2019-07-09,-2297629755.0700088,E1,A
2019-07-10,-2295355583.020009,E1,A
2019-07-11,-2295281025.1000094,E1,A
2019-07-12,-2295281733.1000094,E1,A
2019-07-13,-2295282513.1000094,E1,A
2019-07-14,-2295282653.1000094,E1,A
2019-07-15,-2295283018.1000094,E1,A
2019-07-16,-2294366730.0000095,E1,A
2019-07-17,-2294735782.0000095,E1,A
2019-07-18,-2291975860.0900083,E1,A
2019-07-19,-2291977450.2400084,E1,A
2019-07-20,-2291978745.2400084,E1,A
2019-07-21,-2291985087.2400084,E1,A
2019-07-22,-2254096115.7500076,E1,A
2019-07-23,-2226765901.0400047,E1,A
2019-07-24,-2208407380.830005,E1,A
2019-07-25,-2192021144.6800065,E1,A
2019-07-26,-2186573128.260007,E1,A
2019-07-27,-2186574563.260007,E1,A
2019-07-28,-2186575154.860007,E1,A
2019-07-29,-2350122130.8900065,E1,A
2019-07-30,-2317741779.000006,E1,A
2019-07-31,-2316856645.020006,E1,A
2019-08-01,-2316857265.020006,E1,A
2019-08-02,-2316828024.040006,E1,A
2019-08-03,-2316828244.040006,E1,A
2019-08-04,-2316833963.040006,E1,A
2019-08-05,-2316834593.040006,E1,A
2019-08-06,-2317668774.040006,E1,A
2019-08-07,-2317670173.410006,E1,A
2019-08-08,-2318255093.760006,E1,A
2019-08-09,-2318259081.050006,E1,A
2019-08-10,-2318259778.950006,E1,A
2019-08-11,-2318260841.950006,E1,A
2019-08-12,-2318355637.530006,E1,A
2019-08-13,-2318356759.530006,E1,A
2019-08-14,-2318356882.530006,E1,A
2019-08-15,-2318371524.530006,E1,A
2019-08-16,-2318372061.530006,E1,A
2019-08-17,-2318372923.530006,E1,A
2019-08-19,-2318019669.310006,E1,A
2019-08-20,-2317982095.0200057,E1,A
2019-08-21,-2317642730.0200057,E1,A
2019-08-22,-2309564429.340006,E1,A
2019-08-23,-2299755858.450006,E1,A
2019-08-24,-2299756033.450006,E1,A
2019-08-25,-2299759958.450006,E1,A
