日期,资金,企业代号,信誉评级
75,3296606.4799999986,E124,
76,3999880.8899999987,E124,
77,3350602.2999999984,E124,
79,3350317.2999999984,E124,
80,3698894.8299999987,E124,
81,4122533.7199999983,E124,
82,5330409.6099999985,E124,
83,4974598.179999998,E124,
84,5960672.579999993,E124,
85,5960222.579999993,E124,
86,5956706.579999993,E124,
87,5433460.529999993,E124,
88,2459842.479999993,E124,
89,3167472.7899999935,E124,
90,3158455.8299999936,E124,
91,5448676.799999993,E124,
92,5447779.799999993,E124,
93,5428193.799999993,E124,
94,7188435.249999994,E124,
95,6851138.759999994,E124,
96,5995534.559999994,E124,
97,6566840.169999993,E124,
98,6187203.669999993,E124,
99,6141973.469999993,E124,
100,6136179.469999993,E124,
101,6949605.429999992,E124,
102,5392069.929999992,E124,
103,6921309.079999993,E124,
104,5083884.979999993,E124,
105,3828138.3399999933,E124,
107,3772443.3399999933,E124,
108,1602192.3399999933,E124,
109,941487.4799999933,E124,
110,741463.9499999933,E124,
111,-391893.0600000066,E124,
112,-1333939.4600000067,E124,
113,-1397849.4600000067,E124,
114,-1518170.5100000068,E124,
115,-4050967.800000007,E124,
116,-4303026.080000007,E124,
117,4115161.3499999945,E124,
118,5168559.029999995,E124,
119,19153689.089999985,E124,
120,19152331.089999985,E124,
121,19151119.109999985,E124,
122,19150970.109999985,E124,
123,19069996.109999985,E124,
124,18998006.109999985,E124,
125,19246466.439999983,E124,
126,19322727.849999983,E124,
127,19305376.099999983,E124,
128,19216913.399999984,E124,
129,18699800.589999985,E124,
130,18240341.88999999,E124,
131,18671424.139999986,E124,
132,23871254.629999984,E124,
133,24154879.649999984,E124,
134,23909569.649999984,E124,
135,22823870.279999983,E124,
136,23550805.01999998,E124,
137,25808203.25999998,E124,
138,25287515.989999972,E124,
139,22397988.54999997,E124,
140,21736880.04999997,E124,
141,21736736.04999997,E124,
142,21736236.04999997,E124,
143,23907439.819999974,E124,
144,24130639.119999975,E124,
145,23730553.979999974,E124,
146,21714776.02999998,E124,
147,22032963.319999978,E124,
148,22032461.319999978,E124,
149,22026461.319999978,E124,
150,17766851.06999998,E124,
151,1994370.259999982,E124,
152,838719.5399999821,E124,
153,5607695.979999982,E124,
154,17980757.449999984,E124,
155,16713360.449999984,E124,
156,16709419.559999984,E124,
157,19599079.749999985,E124,
158,15045026.049999984,E124,
159,16518699.879999986,E124,
160,17479606.099999983,E124,
161,16823221.71,E124,
162,16232449.71,E124,
163,14958234.620000003,E124,
164,14305148.02,E124,
165,14100457.02,E124,
166,14099984.02,E124,
167,14099754.02,E124,
168,14098984.02,E124,
169,14087608.02,E124,
170,14087451.02,E124,
171,14087352.02,E124,
174,14084930.21,E124,
176,14050642.21,E124,
177,14049001.21,E124,
178,14006997.75,E124,
179,3484893.9499999993,E124,
180,2981958.159999999,E124,
181,2970977.159999999,E124,
182,2320093.3399999994,E124,
183,2315813.3399999994,E124,
184,2304203.3399999994,E124,
185,2297832.3399999994,E124,
186,2077905.3399999994,E124,
187,2048300.2599999993,E124,
188,2029892.7399999993,E124,
189,3809638.539999999,E124,
190,3807256.7599999993,E124,
191,3804625.659999999,E124,
192,3759610.939999999,E124,
193,4311833.529999999,E124,
194,4154890.749999999,E124,
195,4052169.569999999,E124,
196,3257609.9799999986,E124,
197,3252272.9799999986,E124,
198,3151418.9799999986,E124,
199,3059338.4999999986,E124,
200,4249446.329999998,E124,
201,4184451.2799999984,E124,
202,4049682.5899999985,E124,
203,3827998.5899999985,E124,
204,3868530.5899999985,E124,
205,3836571.6899999985,E124,
206,3536364.3399999985,E124,
207,3515989.0299999984,E124,
208,3479460.9099999983,E124,
209,1001583.4599999976,E124,
210,968394.9099999976,E124,
211,967309.9399999976,E124,
212,965879.9399999976,E124,
213,886209.0899999976,E124,
214,862235.4899999977,E124,
215,7207.069999997737,E124,
216,4842.069999997737,E124,
217,3212.069999997737,E124,
218,-50395.160000002266,E124,
219,-793194.2600000022,E124,
220,-1339778.9100000022,E124,
221,-2706065.6800000025,E124,
222,-3417565.6800000025,E124,
223,-4410584.6800000025,E124,
224,-4556626.280000003,E124,
225,-4576626.280000003,E124,
226,-4579610.280000003,E124,
227,-5131118.590000004,E124,
228,-6545259.590000004,E124,
229,-7034487.290000004,E124,
230,-5733569.880000004,E124,
231,-3294432.190000003,E124,
232,-3298439.6400000034,E124,
233,-3346548.440000003,E124,
234,-6054552.450000003,E124,
235,-6799700.540000003,E124,
236,-8132014.870000002,E124,
237,-7796610.370000004,E124,
238,-8303794.900000003,E124,
239,-9220241.860000005,E124,
240,-9253042.860000005,E124,
241,-9722264.010000005,E124,
242,-9722464.010000005,E124,
243,-10318140.510000005,E124,
244,-10740821.690000005,E124,
245,-11352807.440000005,E124,
246,-11355303.940000005,E124,
247,-11485066.190000005,E124,
248,-7363755.890000006,E124,
249,-5921061.420000006,E124,
250,-6431971.720000005,E124,
251,-6714134.260000005,E124,
252,-3767447.170000005,E124,
253,-3769441.280000005,E124,
254,-3769936.280000005,E124,
255,-4183759.780000005,E124,
256,3129132.649999996,E124,
257,3341705.8299999963,E124,
258,2754838.2599999956,E124,
259,1370612.6599999955,E124,
260,1356214.6599999955,E124,
261,1346957.6599999955,E124,
262,13602394.16999999,E124,
263,10869566.77999999,E124,
264,9486771.73999999,E124,
265,8597803.26999999,E124,
266,7456230.46999999,E124,
267,7454022.46999999,E124,
268,7167433.579999991,E124,
269,2744802.7099999906,E124,
270,-412792.0900000094,E124,
271,-966404.1800000094,E124,
272,-985330.1200000093,E124,
273,1498802.7199999911,E124,
274,1496796.7199999911,E124,
275,1494912.7199999911,E124,
276,3212700.5399999907,E124,
277,2872818.239999991,E124,
278,3842265.199999991,E124,
279,4551369.649999991,E124,
280,4186764.3099999907,E124,
281,4182797.3099999907,E124,
282,4150964.3599999906,E124,
283,6491978.78999999,E124,
284,7313397.64999999,E124,
285,6245202.499999991,E124,
286,5457008.439999991,E124,
287,5022368.48999999,E124,
288,5013211.98999999,E124,
289,5010784.98999999,E124,
290,5008044.88999999,E124,
291,6862212.6299999915,E124,
292,5544176.179999992,E124,
293,4440485.319999993,E124,
294,3300999.1699999925,E124,
295,3298863.1199999927,E124,
296,3170638.1199999927,E124,
297,1536989.5499999933,E124,
298,-7492948.360000007,E124,
299,-8608610.810000006,E124,
300,-11945427.560000006,E124,
301,-12881688.370000005,E124,
302,-12951951.370000005,E124,
303,-13022976.370000005,E124,
304,-13682920.260000005,E124,
305,-14345055.990000004,E124,
306,-14399127.140000004,E124,
307,-14177517.460000005,E124,
308,-11772062.630000003,E124,
309,-11773840.780000003,E124,
310,-12013455.340000004,E124,
311,-12252199.220000004,E124,
312,-13212246.570000004,E124,
313,-13269925.570000004,E124,
314,-13476061.130000003,E124,
315,-13606779.130000003,E124,
316,-13680766.200000001,E124,
317,-13682211.200000001,E124,
318,-16117625.060000002,E124,
319,-16201425.130000003,E124,
320,-17297846.85,E124,
321,-17462855.59,E124,
322,-16601229.010000004,E124,
323,-16602374.010000004,E124,
324,-16619832.910000004,E124,
325,-17635809.84,E124,
326,-17778958.81,E124,
327,-14385941.06,E124,
328,-15665290.620000001,E124,
329,-16899167.62,E124,
330,-16900608.87,E124,
331,-20621133.449999996,E124,
332,-20962406.279999997,E124,
333,-21086453.799999997,E124,
334,-22774438.949999996,E124,
335,-23781360.679999996,E124,
336,-24358490.729999997,E124,
337,-24997818.299999997,E124,
338,-24998973.749999996,E124,
339,-19950107.709999997,E124,
340,-21732586.13,E124,
341,-22099415.33,E124,
342,-21700071.38,E124,
343,-20924153.02,E124,
344,-20925761.02,E124,
345,-21023127.359999996,E124,
346,-21059959.659999996,E124,
347,-15996505.059999995,E124,
348,-15983883.179999998,E124,
349,-14981946.799999999,E124,
350,-14894062.899999999,E124,
351,-14897464.7,E124,
352,-15080917.079999994,E124,
353,-13789936.32,E124,
354,-14867371.720000003,E124,
355,-15484433.720000003,E124,
356,-18387128.57,E124,
357,-18409746.29,E124,
358,-18536085.13,E124,
359,-18540333.13,E124,
360,-22508707.59,E124,
361,-25540948.150000002,E124,
362,-26250822.150000006,E124,
363,-27964541.950000007,E124,
364,-28028820.910000008,E124,
365,-28081121.910000008,E124,
366,-28083444.370000005,E124,
367,-27210969.79000001,E124,
368,-27436516.29000001,E124,
369,-27209659.100000005,E124,
370,-28322356.100000005,E124,
371,-28264834.050000004,E124,
372,-28216252.920000006,E124,
373,-28206947.520000007,E124,
374,-28269534.220000006,E124,
375,-25729300.160000008,E124,
376,-25434315.980000008,E124,
377,-25111155.940000005,E124,
378,-27844524.760000005,E124,
379,-27848511.110000007,E124,
380,-27854379.310000006,E124,
381,-27691732.04000001,E124,
382,-26276326.19000001,E124,
383,-26064572.04000001,E124,
384,-27840351.22000001,E124,
385,-28091082.20000001,E124,
386,-28094108.65000001,E124,
387,-28947249.96000001,E124,
388,-28949293.96000001,E124,
389,-29930395.200000007,E124,
390,-30748931.55000001,E124,
391,-31609406.38000001,E124,
392,-33905949.48000002,E124,
393,-35400380.98000002,E124,
394,-35468029.57000002,E124,
395,-35469635.57000002,E124,
396,-35470604.130000025,E124,
397,-35473866.020000026,E124,
398,-35475443.020000026,E124,
399,-35477041.020000026,E124,
400,-35480769.020000026,E124,
401,-35487623.020000026,E124,
402,-22220531.700000033,E124,
403,-20970872.86000003,E124,
404,-19515511.77000003,E124,
405,-21719983.72000003,E124,
406,-20392380.52000003,E124,
407,-20394580.52000003,E124,
408,-20396950.28000003,E124,
409,-20668638.12000004,E124,
410,-19098585.500000034,E124,
411,-16530024.350000031,E124,
412,-16670426.050000032,E124,
413,-17593831.79000003,E124,
414,-17726151.29000003,E124,
415,-17802349.04000003,E124,
416,-15624392.59000003,E124,
417,-15800964.59000003,E124,
418,-18692726.730000023,E124,
419,-22097857.66000003,E124,
420,-24802899.310000036,E124,
421,-24805099.190000035,E124,
422,-24813624.190000035,E124,
423,-30454782.090000033,E124,
424,-31757492.890000034,E124,
425,-33916427.39000003,E124,
426,-32424258.66000003,E124,
427,-33472816.02000003,E124,
428,-33474574.97000003,E124,
429,-33475194.97000003,E124,
430,-33399183.78000003,E124,
431,-33496327.960000042,E124,
432,-33516318.760000043,E124,
433,-33863434.76000004,E124,
434,-35433287.49000004,E124,
435,-35446028.49000004,E124,
436,-35463934.89000004,E124,
437,-37066351.230000034,E124,
438,-37713039.230000034,E124,
439,-39322176.66000003,E124,
440,-40138407.51000003,E124,
441,-41240657.410000026,E124,
442,-41249191.87000003,E124,
443,-41282193.87000003,E124,
444,-42422353.43000002,E124,
445,-42448505.96000002,E124,
446,-42823321.220000036,E124,
447,-43190859.67000004,E124,
448,-43974974.67000004,E124,
449,-43976077.27000004,E124,
450,-45730732.48000004,E124,
451,-45742113.52000005,E124,
452,-47340365.67000005,E124,
453,-46683585.290000044,E124,
454,-45986460.36000005,E124,
455,-46763524.60000005,E124,
456,-46770845.32000005,E124,
457,-46786847.170000054,E124,
458,-44708428.59000006,E124,
459,-43220279.21000006,E124,
460,-44425010.15000008,E124,
461,-46187754.06000005,E124,
462,-38730203.90000008,E124,
463,-40272214.55000009,E124,
464,-40235014.520000085,E124,
465,-40217722.54000008,E124,
466,-35180335.90000009,E124,
467,-35522294.24000009,E124,
468,-32317348.580000095,E124,
469,-31370993.970000096,E124,
470,-31375380.010000095,E124,
471,-31377298.970000096,E124,
472,-30825764.830000095,E124,
473,-29968667.360000093,E124,
474,-30531145.060000088,E124,
475,-25372792.500000086,E124,
476,-28241348.600000087,E124,
477,-28910100.410000082,E124,
478,-28912906.410000082,E124,
479,-27074958.120000087,E124,
480,-27541815.350000095,E124,
481,-34255181.270000085,E124,
482,-39356484.05000009,E124,
483,-46884812.54000009,E124,
484,-51580819.22000011,E124,
485,-51631807.23000011,E124,
486,-51632860.23000011,E124,
487,-51637060.23000011,E124,
488,-37914425.45000012,E124,
489,-38535441.80000013,E124,
490,-38851924.500000134,E124,
491,-39553325.30000014,E124,
492,-39956640.850000136,E124,
493,-44474744.560000144,E124,
494,-47094752.50000014,E124,
495,-51468619.04000015,E124,
496,-51298389.71000015,E124,
497,-45827825.45000016,E124,
498,-46215795.620000154,E124,
499,-47807636.650000155,E124,
500,-50158982.150000155,E124,
501,-44695536.78000017,E124,
502,-43574457.29000018,E124,
503,-36060541.030000195,E124,
504,-42248965.99000018,E124,
505,-42061002.0100002,E124,
506,-42626994.6200002,E124,
507,-45001587.93000019,E124,
508,-42094386.09000022,E124,
509,-34767646.16000024,E124,
510,-32587278.580000233,E124,
511,-30832391.950000234,E124,
512,-31439134.950000234,E124,
513,-31733799.00000023,E124,
514,-36774259.93000022,E124,
515,-40604635.570000224,E124,
516,-45866347.350000225,E124,
517,-50768750.34000023,E124,
518,-43248167.56000024,E124,
519,-44103901.69000024,E124,
520,-44105743.69000024,E124,
521,-44106043.69000024,E124,
522,-44107595.69000024,E124,
523,-44108336.69000024,E124,
525,-44108536.69000024,E124,
527,-44108736.69000024,E124,
528,-44110540.87000024,E124,
529,-44533970.63000023,E124,
530,-44649872.07000023,E124,
531,-44814206.19000023,E124,
532,-44808209.19000023,E124,
533,-44808999.19000023,E124,
534,-44810076.19000023,E124,
535,-46268632.64000023,E124,
536,-46354481.64000023,E124,
537,-37948131.33000026,E124,
538,-40211629.05000026,E124,
539,-40416455.32000026,E124,
540,-40416955.32000026,E124,
541,-40418347.32000026,E124,
542,-41347944.50000026,E124,
543,-41389601.730000265,E124,
544,-41921520.86000027,E124,
545,-42545374.00000027,E124,
546,-39943094.80000028,E124,
547,-39943845.80000028,E124,
548,-39951071.80000028,E124,
549,-40384215.05000028,E124,
550,-41617015.04000028,E124,
551,-42683813.74000025,E124,
552,-42744667.38000025,E124,
553,-40643702.270000264,E124,
554,-40659733.270000264,E124,
555,-40662803.270000264,E124,
556,-38413174.33000027,E124,
557,-40777934.010000266,E124,
558,-41714388.56000026,E124,
559,-41861370.550000265,E124,
560,-42675379.750000276,E124,
561,-43374441.850000285,E124,
562,-43374954.65000028,E124,
563,-43573509.11000028,E124,
564,-44450802.61000028,E124,
565,-45590750.670000285,E124,
566,-45593591.340000294,E124,
567,-48751620.300000295,E124,
568,-48810484.20000029,E124,
569,-48883030.7000003,E124,
570,-50836673.42000031,E124,
571,-52000423.30000032,E124,
572,-46663371.12000032,E124,
573,-48758089.66000032,E124,
574,-51782552.82000031,E124,
575,-51809242.83000031,E124,
576,-51913722.83000031,E124,
577,-49340303.73000032,E124,
578,-48400192.440000325,E124,
579,-49315579.20000034,E124,
580,-49851470.17000034,E124,
581,-49856737.750000335,E124,
582,-49857037.750000335,E124,
583,-49864978.750000335,E124,
584,-51605227.43000034,E124,
585,-53866480.84000034,E124,
586,-51198990.57000034,E124,
587,-50628174.130000345,E124,
588,-50796868.21000035,E124,
589,-50798180.21000035,E124,
590,-50860336.11000035,E124,
591,-51234938.200000346,E124,
592,-31243072.550000377,E124,
593,-30447293.88000037,E124,
594,-30954089.980000373,E124,
595,-31341366.08000038,E124,
596,-31842733.440000378,E124,
597,-31972495.11000038,E124,
598,-33842334.180000365,E124,
599,-37275880.70000037,E124,
600,-37759289.51000036,E124,
601,-39929955.000000365,E124,
602,-47262614.22000036,E124,
603,-47320525.97000036,E124,
604,-49527104.79000035,E124,
605,-51418062.980000295,E124,
606,-57406726.46000029,E124,
607,-57747486.25000028,E124,
608,-57749589.33000028,E124,
609,-57751410.89000028,E124,
610,-57754013.950000286,E124,
611,-51045627.69000032,E124,
612,-55217912.72000027,E124,
613,-56043138.040000275,E124,
614,-57639691.91000029,E124,
615,-56713860.75000029,E124,
616,-59200324.70000029,E124,
617,-59217043.70000029,E124,
618,-59223071.7100003,E124,
619,-61232191.9500003,E124,
620,-62394977.86000029,E124,
621,-64039679.020000294,E124,
622,-63425857.08000029,E124,
623,-59955257.080000296,E124,
624,-60592671.8900003,E124,
625,-60595445.8900003,E124,
626,-61081604.98000031,E124,
627,-59380354.57000031,E124,
628,-60355045.42000029,E124,
629,-62950068.10000028,E124,
630,-62202750.55000028,E124,
631,-62205869.16000028,E124,
632,-62308311.09000028,E124,
633,-64856242.27000029,E124,
634,-66591416.08000029,E124,
635,-70742394.18000032,E124,
636,-73632605.35000025,E124,
637,-75801779.24000028,E124,
638,-75754214.57000028,E124,
639,-75755441.98000029,E124,
640,-62888652.50000034,E124,
641,-61610947.61000034,E124,
642,-59541231.530000344,E124,
643,-58513329.43000034,E124,
644,-58515867.210000336,E124,
645,-58557049.23000034,E124,
646,-58560507.960000336,E124,
647,-61744517.17000034,E124,
648,-63753266.35000033,E124,
649,-67410193.27000034,E124,
650,-67859926.80000032,E124,
651,-68837883.84000032,E124,
652,-69751110.43000032,E124,
653,-69819681.00000031,E124,
654,-66688653.020000316,E124,
655,-68490323.79000033,E124,
656,-69066950.58000034,E124,
657,-65012379.26000035,E124,
658,-67248605.68000035,E124,
659,-68203594.63000035,E124,
660,-68204690.93000036,E124,
661,-68537495.52000034,E124,
662,-73928563.34000032,E124,
663,-73517950.54000032,E124,
664,-75438546.77000034,E124,
665,-76770975.75000034,E124,
666,-76849815.11000036,E124,
667,-77026482.31000036,E124,
668,-78592731.79000036,E124,
669,-81259168.44000034,E124,
670,-84153230.49000034,E124,
671,-90984559.74000034,E124,
672,-92508043.53000034,E124,
673,-92626575.55000034,E124,
674,-97633643.53000034,E124,
675,-85619676.4400004,E124,
676,-83816178.1700004,E124,
677,-78700919.5100004,E124,
678,-78196515.15000042,E124,
679,-79094891.8700004,E124,
680,-79772895.3100004,E124,
681,-79901762.3600004,E124,
682,-82133482.79000038,E124,
683,-74695109.46000041,E124,
684,-77270162.65000042,E124,
685,-80933687.25000042,E124,
686,-82642438.83000045,E124,
687,-82645366.83000045,E124,
688,-82746904.53000045,E124,
689,-82140126.70000042,E124,
690,-84440142.71000044,E124,
691,-80422956.48000044,E124,
692,-83191559.65000045,E124,
693,-84116304.66000046,E124,
694,-84516804.31000045,E124,
695,-84968655.64000043,E124,
696,-89654186.55000041,E124,
697,-91046158.04000041,E124,
698,-91571005.6100004,E124,
699,-89717602.85000047,E124,
700,-73575585.75000048,E124,
701,-73437208.64000043,E124,
702,-73446829.64000043,E124,
703,-75601223.87000051,E124,
704,-77721961.82000048,E124,
705,-79939136.10000049,E124,
706,-67540616.44000053,E124,
707,-61185041.20000056,E124,
708,-65750990.870000556,E124,
709,-65752188.870000556,E124,
710,-70321071.96000054,E124,
711,-71940958.93000053,E124,
712,-78180508.64000054,E124,
713,-80213185.20000054,E124,
714,-78994849.68000053,E124,
715,-78995893.68000053,E124,
716,-79369081.68000053,E124,
717,-85309865.16000052,E124,
718,-85284801.49000055,E124,
719,-87952752.32000059,E124,
720,-91034820.2600006,E124,
721,-93049851.4700006,E124,
722,-93201670.8700006,E124,
723,-93796529.0700006,E124,
724,-94532854.38000062,E124,
725,-94649675.23000062,E124,
726,-96687533.25000058,E124,
727,-100738924.58000058,E124,
728,-102105008.70000058,E124,
729,-102106834.70000058,E124,
730,-102209646.96000059,E124,
731,-99421284.55000058,E124,
732,-92879148.95000061,E124,
733,-93898939.3800006,E124,
734,-92807969.7600006,E124,
735,-91869358.75000061,E124,
736,-92301551.75000061,E124,
737,-92312268.75000061,E124,
738,-95194549.54000062,E124,
739,-93037585.7900006,E124,
740,-94125041.1300006,E124,
741,-95390966.80000061,E124,
742,-95391476.80000061,E124,
743,-95394271.5200006,E124,
744,-95397481.5200006,E124,
745,-96363257.56000063,E124,
746,-98942033.4400007,E124,
747,-100284133.4400007,E124,
748,-96563494.58000064,E124,
749,-102422429.40000066,E124,
0,-9000.0,E125,
1,-124500.0,E125,
6,-229620.0,E125,
7,769590.49,E125,
8,434950.49,E125,
9,397430.49,E125,
10,1367152.67,E125,
13,3968294.7600000002,E125,
14,5741019.0600000005,E125,
15,18420283.999999993,E125,
16,21467926.87999999,E125,
17,21516169.05999999,E125,
18,21493669.05999999,E125,
19,20417845.819999993,E125,
20,22812774.87999999,E125,
22,22801644.11999999,E125,
32,22779262.11999999,E125,
35,22777971.11999999,E125,
45,22733727.57999999,E125,
52,22728828.07999999,E125,
58,24474425.59999999,E125,
64,24474125.59999999,E125,
66,23963295.33999999,E125,
69,23949615.33999999,E125,
71,23947455.33999999,E125,
76,28295959.319999985,E125,
78,27711497.909999985,E125,
79,26312869.819999985,E125,
80,25761289.819999985,E125,
84,25748879.819999985,E125,
85,25740894.329999983,E125,
86,25303703.629999984,E125,
87,25299803.629999984,E125,
92,25202312.229999986,E125,
94,25200162.229999986,E125,
97,27706882.49999998,E125,
105,27403579.89999998,E125,
106,28706080.80999998,E125,
111,28556080.80999998,E125,
113,28118080.80999998,E125,
114,26847565.90999998,E125,
115,26827244.709999982,E125,
118,26677244.709999982,E125,
120,26663156.709999982,E125,
121,26576062.709999982,E125,
122,29135743.529999983,E125,
123,29135438.92999998,E125,
126,29058695.60999998,E125,
127,26795884.75999997,E125,
128,26643569.75999997,E125,
129,28861554.77999997,E125,
132,28851488.339999974,E125,
133,28707932.739999965,E125,
134,29989669.679999962,E125,
136,29632067.679999962,E125,
139,29630344.949999962,E125,
140,28387634.34999996,E125,
141,26824095.519999962,E125,
143,26774095.519999962,E125,
150,27746136.679999966,E125,
153,29526706.409999963,E125,
154,28824586.469999973,E125,
155,29850602.29999997,E125,
156,29835083.85999997,E125,
157,30923826.019999966,E125,
158,30773826.019999966,E125,
161,30770926.019999966,E125,
163,30690073.929999966,E125,
164,30650347.929999966,E125,
167,33021587.099999964,E125,
168,35257558.129999965,E125,
169,36169097.83999997,E125,
170,35758031.43999997,E125,
171,35657643.419999965,E125,
172,35643963.419999965,E125,
173,35618911.419999965,E125,
174,35237572.68999997,E125,
175,35207971.68999997,E125,
176,34764242.93999997,E125,
178,34427245.78999997,E125,
179,34357245.78999997,E125,
180,34356945.78999997,E125,
181,41358007.75999995,E125,
182,42526422.40999995,E125,
183,42360661.09999995,E125,
184,41268119.84999995,E125,
185,41156690.84999995,E125,
186,41156258.84999995,E125,
188,40979632.62999995,E125,
189,42404861.509999946,E125,
190,45115651.01999994,E125,
191,44697462.53999994,E125,
192,44696002.53999994,E125,
193,44590735.83999997,E125,
194,44590538.83999997,E125,
195,45223838.58999997,E125,
196,45222922.83999997,E125,
197,45187937.269999966,E125,
198,45314532.769999966,E125,
199,45313870.769999966,E125,
200,45313223.769999966,E125,
202,45242605.38999997,E125,
203,44777791.25999997,E125,
204,44549347.60999997,E125,
205,42171757.90999997,E125,
206,34496010.60999996,E125,
207,34495364.60999996,E125,
209,34442710.459999956,E125,
210,34435921.459999956,E125,
211,36296299.92999995,E125,
212,36265421.92999995,E125,
213,36251745.52999995,E125,
214,36251635.52999995,E125,
215,36251312.67999995,E125,
216,36100504.079999946,E125,
217,36042464.079999946,E125,
218,35106643.88999995,E125,
219,35092544.88999995,E125,
220,34888834.21999995,E125,
221,34888177.21999995,E125,
223,35705253.08999995,E125,
224,35612501.55999995,E125,
225,35605329.20999995,E125,
226,37793725.77999994,E125,
227,36982952.27999994,E125,
228,36954169.27999994,E125,
230,36503769.27999994,E125,
231,36453169.27999994,E125,
232,36339749.07999994,E125,
233,36247631.07999994,E125,
234,35947320.07999994,E125,
235,35946545.07999994,E125,
237,36669793.78999995,E125,
238,36163378.28999995,E125,
239,36162620.28999995,E125,
240,36021022.869999945,E125,
241,38929576.95999994,E125,
242,38929388.95999994,E125,
243,38925948.95999994,E125,
244,39026635.95999994,E125,
245,43053119.50999994,E125,
246,46892284.24999993,E125,
247,46829280.74999993,E125,
248,43072884.14999994,E125,
249,42919808.14999994,E125,
250,42919038.14999994,E125,
251,41883055.80999994,E125,
252,38087625.23999995,E125,
253,36463606.99999995,E125,
254,36040089.27999994,E125,
255,41546321.739999935,E125,
256,41544950.739999935,E125,
257,41544228.739999935,E125,
258,40800879.239999935,E125,
259,40655357.05999994,E125,
260,40430793.30999994,E125,
261,40201219.13999995,E125,
262,42283242.74999995,E125,
263,42281800.74999995,E125,
264,42281240.74999995,E125,
265,41846738.28999994,E125,
266,42001461.53999995,E125,
267,34911291.409999944,E125,
268,33918853.05999994,E125,
269,33722894.12999994,E125,
270,33716043.12999994,E125,
271,33715052.12999994,E125,
272,33714802.12999994,E125,
273,33713942.12999994,E125,
275,33713505.12999994,E125,
277,33713205.12999994,E125,
278,33711765.12999994,E125,
279,39341920.31999994,E125,
280,41776759.51999994,E125,
281,41723943.51999994,E125,
282,41600025.41999994,E125,
283,41575423.409999944,E125,
284,41575154.409999944,E125,
285,41574454.409999944,E125,
286,41505789.909999944,E125,
287,40157168.33999994,E125,
288,39769517.33999994,E125,
289,38385306.949999936,E125,
290,37480400.34999994,E125,
291,37480200.34999994,E125,
292,37479960.34999994,E125,
293,36635288.549999945,E125,
294,39779393.24999994,E125,
295,39169965.50999994,E125,
296,37276147.519999936,E125,
297,38122087.909999944,E125,
298,38121385.909999944,E125,
299,38120884.909999944,E125,
300,37080210.729999945,E125,
301,37048327.02999994,E125,
302,39660572.84999994,E125,
303,38708396.84999994,E125,
304,38492795.549999945,E125,
305,38492395.549999945,E125,
306,38491455.69999994,E125,
307,38171520.19999994,E125,
308,40372050.499999925,E125,
309,40648584.569999926,E125,
310,41979870.82999992,E125,
311,41487665.75999992,E125,
312,41479865.75999992,E125,
313,41468833.75999992,E125,
314,41312806.15999992,E125,
315,40993946.36999993,E125,
316,39581555.06999993,E125,
317,40350192.06999993,E125,
318,39700913.47999993,E125,
320,39700628.47999993,E125,
321,40049206.00999993,E125,
322,40472844.89999993,E125,
323,41680720.789999925,E125,
324,41328168.85999992,E125,
325,42314243.259999946,E125,
326,42313793.259999946,E125,
327,42310277.259999946,E125,
