企业代号,额度,预期收益,年利率,增长率均值×方差,是否调整
E230,600265,35666.3784755475,0.0465,47.51582358919494,调整后
E230,840050,35666.3784755475,0.0465,47.51582358919494,调整前
E207,770481,36186.198903238,0.0505,50.08757488563051,调整后
E207,839183,36186.198903238,0.0505,50.08757488563051,调整前
E316,568015,37767.263568165,0.0585,39.422962353818995,调整后
E316,838719,37767.263568165,0.0585,39.422962353818995,调整前
E329,719549,36015.78096375,0.0625,44.089375895110464,调整后
E329,835707,36015.78096375,0.0625,44.089375895110464,调整前
E275,665435,35600.7228463425,0.0545,42.58948043480051,调整后
E275,835253,35600.7228463425,0.0545,42.58948043480051,调整前
E328,573875,35346.635306499986,0.0625,39.36473859672799,调整后
E328,833745,35346.635306499986,0.0625,39.36473859672799,调整前
E166,620886,37091.8314412925,0.0585,50.32790029636959,调整后
E166,833421,37091.8314412925,0.0585,50.32790029636959,调整前
E202,637387,33402.341841085,0.0585,49.990111995032464,调整后
E202,832741,33402.341841085,0.0585,49.990111995032464,调整前
E244,766806,35666.3784755475,0.0465,43.58227959572821,调整后
E244,830749,35666.3784755475,0.0465,43.58227959572821,调整前
E185,567926,36497.21251125,0.0625,49.4897520733611,调整后
E185,829985,36497.21251125,0.0625,49.4897520733611,调整前
E247,692625,37188.13969687501,0.0625,40.40653223715223,调整后
E247,829540,37188.13969687501,0.0625,40.40653223715223,调整前
E228,638980,34036.835229468,0.0585,44.94638956481125,调整后
E228,829065,34036.835229468,0.0585,44.94638956481125,调整前
E261,636228,34358.919333795,0.0545,37.45953250392101,调整后
E261,828830,34358.919333795,0.0545,37.45953250392101,调整前
E270,706465,36265.75831166749,0.0545,41.595346241297534,调整后
E270,827437,36265.75831166749,0.0545,41.595346241297534,调整前
E214,611555,34800.0,0.04,46.21954557239543,调整后
E214,826793,34800.0,0.04,46.21954557239543,调整前
E238,652039,37767.263568165,0.0585,44.137828809317035,调整后
E238,825849,37767.263568165,0.0585,44.137828809317035,调整前
E193,558076,34800.0,0.04,47.84703792326561,调整后
E193,824818,34800.0,0.04,47.84703792326561,调整前
E216,748151,36265.75831166749,0.0545,45.52065685071868,调整后
E216,824149,36265.75831166749,0.0545,45.52065685071868,调整前
E148,686072,37264.9730800975,0.0665,51.02544084066562,调整后
E148,823434,37264.9730800975,0.0665,51.02544084066562,调整前
E220,634217,35048.979352954004,0.0665,44.81880815501423,调整后
E220,823129,35048.979352954004,0.0665,44.81880815501423,调整前
E127,573612,35555.084077307496,0.0785,56.98788820722026,调整后
E127,822313,35555.084077307496,0.0785,56.98788820722026,调整前
E152,573702,35346.635306499986,0.0625,46.92715445822028,调整后
E152,821693,35346.635306499986,0.0625,46.92715445822028,调整前
E133,770308,33857.4554695665,0.0465,50.984369589838714,调整后
E133,821465,33857.4554695665,0.0465,50.984369589838714,调整前
E131,645233,37091.8314412925,0.0585,49.32634865685593,调整后
E131,819763,37091.8314412925,0.0585,49.32634865685593,调整前
E140,778778,34878.137681167995,0.0585,50.714026932781145,调整后
E140,819552,34878.137681167995,0.0585,50.714026932781145,调整前
E161,611164,35965.4890799365,0.0665,51.42864697880765,调整后
E161,818842,35965.4890799365,0.0665,51.42864697880765,调整前
E184,627255,32817.16080313,0.0425,44.087744852180045,调整后
E184,818647,32817.16080313,0.0425,44.087744852180045,调整前
E129,693900,34805.472012675,0.0825,52.516008664034025,调整后
E129,818435,34805.472012675,0.0825,52.516008664034025,调整前
E274,658573,31826.543033392998,0.0505,43.99138164106838,调整后
E274,817788,31826.543033392998,0.0505,43.99138164106838,调整前
E215,712861,37046.293523865,0.0505,50.19798397903396,调整后
E215,817261,37046.293523865,0.0505,50.19798397903396,调整前
E179,609302,35666.3784755475,0.0465,45.64810890421783,调整后
E179,814162,35666.3784755475,0.0465,45.64810890421783,调整前
E285,672163,37046.293523865,0.0505,42.60965503907811,调整后
E285,811733,37046.293523865,0.0505,42.60965503907811,调整前
E138,575192,35488.911180701,0.0545,48.34040611123522,调整后
E138,810487,35488.911180701,0.0545,48.34040611123522,调整前
E234,615169,37046.293523865,0.0505,44.87685201184721,调整后
E234,809692,37046.293523865,0.0505,44.87685201184721,调整前
E159,759477,34358.919333795,0.0545,47.6348339042784,调整后
E159,808425,34358.919333795,0.0545,47.6348339042784,调整前
E126,726824,33857.4554695665,0.0465,54.65818259921157,调整后
E126,805962,33857.4554695665,0.0465,54.65818259921157,调整前
E186,673826,33542.083153125,0.0625,48.64154586326563,调整后
E186,805376,33542.083153125,0.0625,48.64154586326563,调整前
E134,722092,35084.759739885,0.0505,49.274165236750854,调整后
E134,802927,35084.759739885,0.0505,49.274165236750854,调整前
E210,679045,37188.13969687501,0.0625,48.30094689120452,调整后
E210,800749,37188.13969687501,0.0625,48.30094689120452,调整前
E245,578962,37091.8314412925,0.0585,44.90879329778694,调整后
E245,798931,37091.8314412925,0.0585,44.90879329778694,调整前
E305,724170,34800.0,0.04,50.22380824739971,调整后
E305,798816,34800.0,0.04,50.22380824739971,调整前
E155,717783,34358.919333795,0.0545,-46.05662570615034,调整后
E155,798688,34358.919333795,0.0545,-46.05662570615034,调整前
E151,612067,35513.259048864,0.0585,50.50824998893181,调整后
E151,798062,35513.259048864,0.0585,50.50824998893181,调整前
E254,707858,36353.933521251,0.0585,45.80700575109293,调整后
E254,797794,36353.933521251,0.0585,45.80700575109293,调整前
E258,645001,36228.7783207425,0.0465,46.81891873375081,调整后
E258,797033,36228.7783207425,0.0465,46.81891873375081,调整前
E195,573727,36315.34856011,0.0665,44.988787334161955,调整后
E195,795517,36315.34856011,0.0665,44.988787334161955,调整前
E171,739488,35900.26783020001,0.0505,46.782761430212354,调整后
E171,794950,35900.26783020001,0.0505,46.782761430212354,调整前
E162,540024,35084.759739885,0.0505,-47.96115118491554,调整后
E162,794468,35084.759739885,0.0505,-47.96115118491554,调整前
E318,637275,35666.3784755475,0.0465,36.682293847766935,调整后
E318,794451,35666.3784755475,0.0465,36.682293847766935,调整前
E212,550614,35900.26783020001,0.0505,48.18534283679836,调整后
E212,793804,35900.26783020001,0.0505,48.18534283679836,调整前
E132,583714,34805.472012675,0.0825,51.115737219627924,调整后
E132,793657,34805.472012675,0.0825,51.115737219627924,调整前
E165,544906,35600.7228463425,0.0545,46.44995462059556,调整后
E165,792979,35600.7228463425,0.0545,46.44995462059556,调整前
E273,722342,35203.92821223355,0.0465,41.08196625838129,调整后
E273,791078,35203.92821223355,0.0465,41.08196625838129,调整前
E235,665045,35600.7228463425,0.0545,43.38397599043039,调整后
E235,790766,35600.7228463425,0.0545,43.38397599043039,调整前
E311,722949,34761.916972557,0.0465,39.696156414966936,调整后
E311,789553,34761.916972557,0.0465,39.696156414966936,调整前
E139,689307,35965.4890799365,0.0665,49.46802536350664,调整后
E139,788203,35965.4890799365,0.0665,49.46802536350664,调整前
E243,638506,35616.0356012095,0.0585,44.413462688374146,调整后
E243,788104,35616.0356012095,0.0585,44.413462688374146,调整前
E267,729320,35666.3784755475,0.0465,45.75084318624962,调整后
E267,787612,35666.3784755475,0.0465,45.75084318624962,调整前
E149,708279,35965.4890799365,0.0665,50.5512539263168,调整后
E149,787430,35965.4890799365,0.0665,50.5512539263168,调整前
E255,579894,34036.835229468,0.0585,44.996023930156525,调整后
E255,785373,34036.835229468,0.0585,44.996023930156525,调整前
E156,589591,35694.23911395,0.0465,52.104406834853535,调整后
E156,785231,35694.23911395,0.0465,52.104406834853535,调整前
E199,645088,34727.70159489,0.0585,50.41085524158594,调整后
E199,784746,34727.70159489,0.0585,50.41085524158594,调整前
E209,667560,36015.78096375,0.0625,44.74895359766119,调整后
E209,783887,36015.78096375,0.0625,44.74895359766119,调整前
E142,642670,35346.635306499986,0.0625,46.187448973812465,调整后
E142,783370,35346.635306499986,0.0625,46.187448973812465,调整前
E241,609546,37046.293523865,0.0505,42.026054365516046,调整后
E241,783323,37046.293523865,0.0505,42.026054365516046,调整前
E163,655728,35030.566645069,0.0785,49.018117390409905,调整后
E163,782267,35030.566645069,0.0785,49.018117390409905,调整前
E301,744801,35310.054954591,0.0465,40.73351286659985,调整后
E301,781470,35310.054954591,0.0465,40.73351286659985,调整前
E197,541083,33857.4554695665,0.0465,49.55830545589548,调整后
E197,780425,33857.4554695665,0.0465,49.55830545589548,调整前
E303,642975,35682.163956532,0.0665,40.01482046861512,调整后
E303,778357,35682.163956532,0.0665,40.01482046861512,调整前
E251,638578,35048.979352954004,0.0665,38.8707944353646,调整后
E251,777986,35048.979352954004,0.0665,38.8707944353646,调整前
E211,531787,37015.928728398,0.0585,44.62408526433216,调整后
E211,776582,37015.928728398,0.0585,44.62408526433216,调整前
E221,650075,34838.121409311,0.0545,45.977606744211606,调整后
E221,775627,34838.121409311,0.0545,45.977606744211606,调整前
E310,701496,30159.832291981085,0.0465,38.52840856610502,调整后
E310,772030,30159.832291981085,0.0465,38.52840856610502,调整前
E315,713169,33116.975287401096,0.0665,36.89332551660298,调整后
E315,765573,33116.975287401096,0.0665,36.89332551660298,调整前
E252,522088,34588.681445873626,0.0465,42.731921450353724,调整后
E252,762764,34588.681445873626,0.0465,42.731921450353724,调整前
E338,670143,33044.889430346164,0.0585,38.89756073809962,调整后
E338,756409,33044.889430346164,0.0585,38.89756073809962,调整前
E331,656657,28780.87394659728,0.0825,39.107569099325794,调整后
E331,732934,28780.87394659728,0.0825,39.107569099325794,调整前
E306,528415,32840.84458124207,0.0625,40.57078405088828,调整后
E306,725574,32840.84458124207,0.0625,40.57078405088828,调整前
E321,536898,29892.007652207685,0.0505,38.463973492076505,调整后
E321,667651,29892.007652207685,0.0505,38.463973492076505,调整前
E213,512503,27404.01062767929,0.0665,43.00253157180378,调整后
E213,649650,27404.01062767929,0.0665,43.00253157180378,调整前
E248,543886,27374.434127024862,0.0825,41.371626841953,调整后
E248,640255,27374.434127024862,0.0825,41.371626841953,调整前
E282,497562,28285.586031341405,0.0505,39.59284685641654,调整后
E282,623766,28285.586031341405,0.0505,39.59284685641654,调整前
E296,544757,25352.3568,0.04,41.700194926997796,调整后
E296,608408,25352.3568,0.04,41.700194926997796,调整前
E284,453749,22991.0376,0.04,36.71326836437669,调整后
E284,571081,22991.0376,0.04,36.71326836437669,调整前
E191,484461,22847.86019186786,0.0465,-52.99932679975975,调整后
E191,537688,22847.86019186786,0.0465,-52.99932679975975,调整前
E330,420341,25176.923847402402,0.0665,36.309856887870936,调整后
E330,532450,25176.923847402402,0.0665,36.309856887870936,调整前
E257,477716,24112.151771584766,0.0665,41.73468862392252,调整后
E257,514189,24112.151771584766,0.0665,41.73468862392252,调整前
E237,388952,21928.10033350232,0.0785,39.52754827963857,调整后
E237,506503,21928.10033350232,0.0785,39.52754827963857,调整前
E253,392008,19466.904195490624,0.0705,40.23277211472545,调整后
E253,487071,19466.904195490624,0.0705,40.23277211472545,调整前
E276,457222,20756.17076353047,0.0585,43.32131663464025,调整后
E276,480039,20756.17076353047,0.0585,43.32131663464025,调整前
E174,333082,17553.22703578294,0.0585,43.812908653100855,调整后
E174,412452,17553.22703578294,0.0585,43.812908653100855,调整前
E343,305863,18343.067882884097,0.0585,32.293242177045364,调整后
E343,407294,18343.067882884097,0.0585,32.293242177045364,调整前
E262,315545,16673.178098658904,0.0825,41.448211936789065,调整后
E262,398426,16673.178098658904,0.0825,41.448211936789065,调整前
E260,269902,15204.241540840947,0.0825,38.153738773445156,调整后
E260,365224,15204.241540840947,0.0825,38.153738773445156,调整前
E300,347936,15271.288960315826,0.0465,41.323585432047906,调整后
E300,364547,15271.288960315826,0.0465,41.323585432047906,调整前
E263,330498,14897.593361156765,0.0705,42.571713799267336,调整后
E263,352709,14897.593361156765,0.0705,42.571713799267336,调整前
E323,323135,13027.207579653545,0.0585,37.41996418197621,调整后
E323,351215,13027.207579653545,0.0585,37.41996418197621,调整前
E407,258867,13056.789472885324,0.0665,34.573563781984674,调整后
E407,350377,13056.789472885324,0.0665,34.573563781984674,调整前
E298,299374,13841.151354493566,0.0745,39.967678488013604,调整后
E298,346666,13841.151354493566,0.0745,39.967678488013604,调整前
E160,301942,13678.547519118001,0.0585,49.953799250649745,调整后
E160,344457,13678.547519118001,0.0585,49.953799250649745,调整前
E309,280185,12289.343783366236,0.0505,39.36981466620937,调整后
E309,342319,12289.343783366236,0.0505,39.36981466620937,调整前
E271,310104,14380.318982868408,0.0505,-42.06809783119851,调整后
E271,335222,14380.318982868408,0.0505,-42.06809783119851,调整前
E361,296247,12296.903993537331,0.0465,35.68034522248074,调整后
E361,326114,12296.903993537331,0.0465,35.68034522248074,调整前
E363,274990,10761.789022922068,0.0585,31.968463711039995,调整后
E363,290734,10761.789022922068,0.0585,31.968463711039995,调整前
E327,238463,10103.012220488514,0.0665,39.66022100928858,调整后
E327,283139,10103.012220488514,0.0665,39.66022100928858,调整前
E357,234663,10010.722215490508,0.0705,32.72663915885928,调整后
E357,283112,10010.722215490508,0.0705,32.72663915885928,调整前
E319,237332,9233.6232,0.04,38.43882658509809,调整后
E319,265334,9233.6232,0.04,38.43882658509809,调整前
E380,227618,8726.64377394853,0.0625,39.084106087913106,调整后
E380,260170,8726.64377394853,0.0625,39.084106087913106,调整前
E341,232978,8701.969252582794,0.0625,37.88419162223911,调整后
E341,250940,8701.969252582794,0.0625,37.88419162223911,调整前
E394,194963,8638.4046653927,0.0465,31.28373760835877,调整后
E394,248308,8638.4046653927,0.0465,31.28373760835877,调整前
E350,192286,8959.904373493142,0.0665,32.56037890009383,调整后
E350,246725,8959.904373493142,0.0665,32.56037890009383,调整前
E349,229848,8448.173239287296,0.0585,44.19478456481775,调整后
E349,243269,8448.173239287296,0.0585,44.19478456481775,调整前
E277,200480,7901.238222347827,0.0465,39.01249147244781,调整后
E277,239773,7901.238222347827,0.0465,39.01249147244781,调整前
E358,216231,8624.607188581587,0.0585,33.248542124553104,调整后
E358,237240,8624.607188581587,0.0585,33.248542124553104,调整前
E356,188999,7933.5037391448495,0.0465,31.731709794010445,调整后
E356,228224,7933.5037391448495,0.0465,31.731709794010445,调整前
E221,195502,34838.121409311,0.0545,45.977606744211606,调整前
E221,224373,34838.121409311,0.0545,45.977606744211606,调整前
E211,203929,37015.928728398,0.0585,44.62408526433216,调整前
E211,223418,37015.928728398,0.0585,44.62408526433216,调整前
E251,184741,35048.979352954004,0.0665,38.8707944353646,调整前
E251,222014,35048.979352954004,0.0665,38.8707944353646,调整前
E303,184306,35682.163956532,0.0665,40.01482046861512,调整前
E303,221643,35682.163956532,0.0665,40.01482046861512,调整前
E197,175247,33857.4554695665,0.0465,49.55830545589548,调整前
E197,219575,33857.4554695665,0.0465,49.55830545589548,调整前
E301,203715,35310.054954591,0.0465,40.73351286659985,调整前
E301,218530,35310.054954591,0.0465,40.73351286659985,调整前
E163,194778,35030.566645069,0.0785,49.018117390409905,调整前
E163,217733,35030.566645069,0.0785,49.018117390409905,调整前
E265,180983,8044.995688627697,0.0585,-37.28646176266465,调整后
E265,216894,8044.995688627697,0.0585,-37.28646176266465,调整前
E241,189309,37046.293523865,0.0505,42.026054365516046,调整前
E241,216677,37046.293523865,0.0505,42.026054365516046,调整前
E142,186209,35346.635306499986,0.0625,46.187448973812465,调整前
E142,216630,35346.635306499986,0.0625,46.187448973812465,调整前
E209,179484,36015.78096375,0.0625,44.74895359766119,调整前
E209,216113,36015.78096375,0.0625,44.74895359766119,调整前
E199,198811,34727.70159489,0.0585,50.41085524158594,调整前
E199,215254,34727.70159489,0.0585,50.41085524158594,调整前
E332,175200,7217.2500320579065,0.0625,44.8828544424531,调整后
E332,215170,7217.2500320579065,0.0625,44.8828544424531,调整前
E156,193886,35694.23911395,0.0465,52.104406834853535,调整前
E156,214769,35694.23911395,0.0465,52.104406834853535,调整前
E255,192025,34036.835229468,0.0585,44.996023930156525,调整前
E255,214627,34036.835229468,0.0585,44.996023930156525,调整前
E342,184717,7629.9876908115075,0.0585,34.830990659807284,调整后
E342,214229,7629.9876908115075,0.0585,34.830990659807284,调整前
E149,205911,35965.4890799365,0.0665,50.5512539263168,调整前
E149,212570,35965.4890799365,0.0665,50.5512539263168,调整前
E267,190937,35666.3784755475,0.0465,45.75084318624962,调整前
E267,212388,35666.3784755475,0.0465,45.75084318624962,调整前
E243,199250,35616.0356012095,0.0585,44.413462688374146,调整前
E243,211896,35616.0356012095,0.0585,44.413462688374146,调整前
E139,184833,35965.4890799365,0.0665,49.46802536350664,调整前
E139,211797,35965.4890799365,0.0665,49.46802536350664,调整前
E311,190807,34761.916972557,0.0465,39.696156414966936,调整前
E311,210447,34761.916972557,0.0465,39.696156414966936,调整前
E370,200262,7776.084211689483,0.0585,33.742715069348954,调整后
E370,210074,7776.084211689483,0.0585,33.742715069348954,调整前
E235,178140,35600.7228463425,0.0545,43.38397599043039,调整前
E235,209234,35600.7228463425,0.0545,43.38397599043039,调整前
E165,196862,35600.7228463425,0.0545,46.44995462059556,调整前
E165,207021,35600.7228463425,0.0545,46.44995462059556,调整前
E132,182297,34805.472012675,0.0825,51.115737219627924,调整前
E132,206343,34805.472012675,0.0825,51.115737219627924,调整前
E252,170300,34588.681445873626,0.0465,42.731921450353724,调整前
E252,206263,34588.681445873626,0.0465,42.731921450353724,调整前
E212,198111,35900.26783020001,0.0505,48.18534283679836,调整前
E212,206196,35900.26783020001,0.0505,48.18534283679836,调整前
E318,182999,35666.3784755475,0.0465,36.682293847766935,调整前
E318,205549,35666.3784755475,0.0465,36.682293847766935,调整前
E162,172276,35084.759739885,0.0505,-47.96115118491554,调整前
E162,205532,35084.759739885,0.0505,-47.96115118491554,调整前
E171,171520,35900.26783020001,0.0505,46.782761430212354,调整前
E171,205050,35900.26783020001,0.0505,46.782761430212354,调整前
E195,192659,36315.34856011,0.0665,44.988787334161955,调整前
E195,204483,36315.34856011,0.0665,44.988787334161955,调整前
E258,192371,36228.7783207425,0.0465,46.81891873375081,调整前
E258,202967,36228.7783207425,0.0465,46.81891873375081,调整前
E254,170635,36353.933521251,0.0585,45.80700575109293,调整前
E254,202206,36353.933521251,0.0585,45.80700575109293,调整前
E151,169700,35513.259048864,0.0585,50.50824998893181,调整前
E151,201938,35513.259048864,0.0585,50.50824998893181,调整前
E155,170844,34358.919333795,0.0545,-46.05662570615034,调整前
E155,201312,34358.919333795,0.0545,-46.05662570615034,调整前
E305,188111,34800.0,0.04,50.22380824739971,调整前
E305,201184,34800.0,0.04,50.22380824739971,调整前
E245,192788,37091.8314412925,0.0585,44.90879329778694,调整前
E245,201069,37091.8314412925,0.0585,44.90879329778694,调整前
E210,165036,37188.13969687501,0.0625,48.30094689120452,调整前
E210,199251,37188.13969687501,0.0625,48.30094689120452,调整前
E134,181149,35084.759739885,0.0505,49.274165236750854,调整前
E134,197073,35084.759739885,0.0505,49.274165236750854,调整前
E273,189649,35203.92821223355,0.0465,41.08196625838129,调整前
E273,195956,35203.92821223355,0.0465,41.08196625838129,调整前
E186,185796,33542.083153125,0.0625,48.64154586326563,调整前
E186,194624,33542.083153125,0.0625,48.64154586326563,调整前
E126,177322,33857.4554695665,0.0465,54.65818259921157,调整前
E126,194038,33857.4554695665,0.0465,54.65818259921157,调整前
E297,164801,6693.788377477657,0.0825,-46.27277643276826,调整后
E297,192320,6693.788377477657,0.0825,-46.27277643276826,调整前
E306,175161,32840.84458124207,0.0625,40.57078405088828,调整前
E306,191607,32840.84458124207,0.0625,40.57078405088828,调整前
E159,176138,34358.919333795,0.0545,47.6348339042784,调整前
E159,191575,34358.919333795,0.0545,47.6348339042784,调整前
E234,180738,37046.293523865,0.0505,44.87685201184721,调整前
E234,190308,37046.293523865,0.0505,44.87685201184721,调整前
E365,160563,6596.908922666899,0.0585,35.68649408247737,调整后
E365,189961,6596.908922666899,0.0585,35.68649408247737,调整前
E138,178631,35488.911180701,0.0545,48.34040611123522,调整前
E138,189513,35488.911180701,0.0545,48.34040611123522,调整前
E285,156424,37046.293523865,0.0505,42.60965503907811,调整前
E285,188267,37046.293523865,0.0505,42.60965503907811,调整前
E179,164997,35666.3784755475,0.0465,45.64810890421783,调整前
E179,185838,35666.3784755475,0.0465,45.64810890421783,调整前
E215,164846,37046.293523865,0.0505,50.19798397903396,调整前
E215,182739,37046.293523865,0.0505,50.19798397903396,调整前
E274,163825,31826.543033392998,0.0505,43.99138164106838,调整前
E274,182212,31826.543033392998,0.0505,43.99138164106838,调整前
E129,161244,34805.472012675,0.0825,52.516008664034025,调整前
E129,181565,34805.472012675,0.0825,52.516008664034025,调整前
E184,152924,32817.16080313,0.0425,44.087744852180045,调整前
E184,181353,32817.16080313,0.0425,44.087744852180045,调整前
E161,161840,35965.4890799365,0.0665,51.42864697880765,调整前
E161,181158,35965.4890799365,0.0665,51.42864697880765,调整前
E140,160804,34878.137681167995,0.0585,50.714026932781145,调整前
E140,180448,34878.137681167995,0.0585,50.714026932781145,调整前
E131,162901,37091.8314412925,0.0585,49.32634865685593,调整前
E131,180237,37091.8314412925,0.0585,49.32634865685593,调整前
E348,155467,6435.9291432838145,0.0625,30.63270974500824,调整后
E348,179743,6435.9291432838145,0.0625,30.63270974500824,调整前
E133,150291,33857.4554695665,0.0465,50.984369589838714,调整前
E133,178535,33857.4554695665,0.0465,50.984369589838714,调整前
E152,165654,35346.635306499986,0.0625,46.92715445822028,调整前
E152,178307,35346.635306499986,0.0625,46.92715445822028,调整前
E127,153104,35555.084077307496,0.0785,56.98788820722026,调整前
E127,177687,35555.084077307496,0.0785,56.98788820722026,调整前
E220,167089,35048.979352954004,0.0665,44.81880815501423,调整前
E220,176871,35048.979352954004,0.0665,44.81880815501423,调整前
E148,150607,37264.9730800975,0.0665,51.02544084066562,调整前
E148,176566,37264.9730800975,0.0665,51.02544084066562,调整前
E216,156322,36265.75831166749,0.0545,45.52065685071868,调整前
E216,175851,36265.75831166749,0.0545,45.52065685071868,调整前
E351,170544,6332.510703732307,0.0625,31.393319282083105,调整后
E351,175826,6332.510703732307,0.0625,31.393319282083105,调整前
E193,160802,34800.0,0.04,47.84703792326561,调整前
E193,175182,34800.0,0.04,47.84703792326561,调整前
E238,158582,37767.263568165,0.0585,44.137828809317035,调整前
E238,174151,37767.263568165,0.0585,44.137828809317035,调整前
E214,164371,34800.0,0.04,46.21954557239543,调整前
E214,173207,34800.0,0.04,46.21954557239543,调整前
E270,148520,36265.75831166749,0.0545,41.595346241297534,调整前
E270,172563,36265.75831166749,0.0545,41.595346241297534,调整前
E261,144430,34358.919333795,0.0545,37.45953250392101,调整前
E261,171170,34358.919333795,0.0545,37.45953250392101,调整前
E228,164391,34036.835229468,0.0585,44.94638956481125,调整前
E228,170935,34036.835229468,0.0585,44.94638956481125,调整前
E326,157739,6032.141495721885,0.0665,35.9820230434989,调整后
E326,170806,6032.141495721885,0.0665,35.9820230434989,调整前
E295,161627,6194.454265292205,0.0665,33.86125627497392,调整后
E295,170574,6194.454265292205,0.0665,33.86125627497392,调整前
E247,157686,37188.13969687501,0.0625,40.40653223715223,调整前
E247,170460,37188.13969687501,0.0625,40.40653223715223,调整前
E185,150700,36497.21251125,0.0625,49.4897520733611,调整前
E185,170015,36497.21251125,0.0625,49.4897520733611,调整前
E244,164775,35666.3784755475,0.0465,43.58227959572821,调整前
E244,169251,35666.3784755475,0.0465,43.58227959572821,调整前
E372,163448,5405.823011516153,0.0545,30.45315192566091,调整后
E372,168139,5405.823011516153,0.0545,30.45315192566091,调整前
E308,145239,5741.838725243455,0.0825,38.73663432600405,调整后
E308,167319,5741.838725243455,0.0825,38.73663432600405,调整前
E202,144374,33402.341841085,0.0585,49.990111995032464,调整前
E202,167259,33402.341841085,0.0585,49.990111995032464,调整前
E166,142634,37091.8314412925,0.0585,50.32790029636959,调整前
E166,166579,37091.8314412925,0.0585,50.32790029636959,调整前
E328,159152,35346.635306499986,0.0625,39.36473859672799,调整前
E328,166255,35346.635306499986,0.0625,39.36473859672799,调整前
E275,151694,35600.7228463425,0.0545,42.58948043480051,调整前
E275,164747,35600.7228463425,0.0545,42.58948043480051,调整前
E329,149822,36015.78096375,0.0625,44.089375895110464,调整前
E329,164293,36015.78096375,0.0625,44.089375895110464,调整前
E316,157417,37767.263568165,0.0585,39.422962353818995,调整前
E316,161281,37767.263568165,0.0585,39.422962353818995,调整前
E207,144748,36186.198903238,0.0505,50.08757488563051,调整前
E207,160817,36186.198903238,0.0505,50.08757488563051,调整前
E230,138746,35666.3784755475,0.0465,47.51582358919494,调整前
E230,159950,35666.3784755475,0.0465,47.51582358919494,调整前
E321,152576,29892.007652207685,0.0505,38.463973492076505,调整前
E321,158410,29892.007652207685,0.0505,38.463973492076505,调整前
E196,152533,37767.263568165,0.0585,44.71100694064702,调整前
E196,157058,37767.263568165,0.0585,44.71100694064702,调整前
E225,153626,35900.26783020001,0.0505,45.04196998404925,调整前
E225,156603,35900.26783020001,0.0505,45.04196998404925,调整前
E331,152493,28780.87394659728,0.0825,39.107569099325794,调整前
E331,156416,28780.87394659728,0.0825,39.107569099325794,调整前
E376,142748,5781.406860302299,0.0585,31.43068962641601,调整后
E376,156187,5781.406860302299,0.0585,31.43068962641601,调整前
E256,145948,37046.293523865,0.0505,40.40017445379732,调整前
E256,155384,37046.293523865,0.0505,40.40017445379732,调整前
E335,147832,5755.5005622748995,0.0665,39.48853107563396,调整后
E335,154448,5755.5005622748995,0.0665,39.48853107563396,调整前
